SampleID,bc22acbc6a8407cc340e8bb6c6842074,7f90457e0b5af1edd82418cb3c9089b4,1a8e3305231911ff8307602f1d620be0,4194fdb699f4d5c9620e1e7cfb8b009b,fc0651422f017372960928f220b834d7,7029dd7b1fe970d81fbff18315097ae2,d2eae9eee73c95835ab2e47bc463c38e,381cc4167053f528de8e10567d4a509e,8995879a30350364c8d6147a828733ee,de0cc0fb4800458938f4508ae73d22a4,a4b21ca3dc01eada0962e57c2fded727,9b62d6c84b96aa64eaeff3b764d77da1,a2ff073fb23039e822fba8a653a34527,b980bbc29499a5ae07b6c0afaccc728a,d43d3c9dc33aa66b585a098fc7709276,88fa6e2c26361b8b7ca8a72ae1ed781f,19d2984a92774f1291ebc1812f80368c,29605d99f5fbd1bb2e4a490a00b4d349,87078040a976e7ceb82734c0713fd4e2,52856184ae551af1f787a0e2cabeb489,02bc9f1c8263ce565cfa8174b56af2de,5cb290154506065751d3f3dcb3bd6e49,7fb850c5cd377da752f7b081daed5032,39003a99b6f7d9f46b1d35054fb105a4,ff2ddcb0273425f900af1f8d1b4d90a8,5b100fa0f8a80a2787b1ce75da347c96,783749c187ad3cb6e60ccecdd73fd8ef,9d23b3373cdd04079b0a346a91fddab8,58de505db56b2250b12c7cd7ec5bfa50,1050f5391c721945e2d13b52590863c8,d939e81b4199d074f14d7056eaa88d14,c83d66ff9b2828b3f564019f4b9c54a4,9a4d00f3f8a14dc8f2ff7fabf04f6ebb,98eadfe35eb7a1fc42331d68785b272e,925f2beecb4475f754479219e21c2da2,6d34ed1cd41fa02613b0316716db2dfd,25f31a7f3499828c16d4648976563910,02fa96f8e560df1558be520ea8974c36,52e86b2d78a48335b0ca8ebd5a0a8e33,12041ed58f0b14a5efb2687b72fc5883,f564537bd84fc6fc7664934190ec6824,ca8d0a8123dfcdaed30eb0c534b00db9,023699ea1718b4d160d27803ec78b3b8,e5f52b2c18e6f178fcc24bed0ff62f5b,a6cdde7256831dcfab80f676aa3f4af1,c4a2579e95fee657cb355e865aa027af,457c4253db2b49c51b3eee5a91a8c3e2,a875c453fc275b8f21ef13228c53d599,42a47c900cdc49f94a53eed8c41f0e26,3b768ad6b26d688837b3511e5d2316d2,eb0898e38a817c5648a19a5e3db2c1be,327914bbcbfe425fb2d5caaf9d8688a1,d7c555c6a185de9a0a44e98fb0be730d,ebb611e11f12869b1c6a129b7874f35c,5a72697a45f01e085759fa49e855d45e,55b24a137213d3162da4cfe59b919eb1,db32f914db89e6f6b0fe7d66afc46ba1,314b1f98dcfc0e5d25ba5e55d8b6ee76,aa2edf44a5b107222a97023841eea577,286ed5db3cf03aacbcee204d7d08e47a,abb98aa85e9528ef54e3078ff40ac726,ed701a469132c0a7dd6f90e9c705bdd0,c17275cccc27dc9a4ab351a310c063c8,7d08e012440864f4bdcbe45b245d6018,50a53e82bd7a1073e097d99b1c09ea4d,3aeb85bc05fe3a36283129a1ffeabb08,fe290f48286b86b1ae833009c9bf64a2,f96d60fc409a6ea2fa0d7f4982a9074a,7f9baea74fd8c885613b0289b667b7ef,cc5fece67be5e3c11717192e70c80cda,808302d4e71aa7321e30e37e3c206b34,6a00550a934a2665f470eeec33616366,4640abb4e57a2e5406a094ea8c767b29,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-12,0.0,0.0,0.0,0.0004886988393402,0.0,0.0017715332926084,0.0,0.0,0.0018937080024434,0.0,0.0037874160048869,0.0009773976786805,0.0,0.0,6.108735491753207e-05,0.0018937080024434,0.0,0.0055589492974954,0.0843616371411117,0.0,0.0,0.0001832620647525,0.0007330482590103,0.0,0.0,0.0,0.0020158827122785,0.0,0.0014050091631032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150274893097128,0.0,0.0,0.0,0.0,0.0,0.0,0.7836896762370189,0.0011606597434331,0.0,0.0044593769089798,0.0,0.0,0.0013439218081857,0.0012828344532681,0.0,0.0,0.0321319486866218,0.0,0.0,0.0159437996334758,0.0,0.0,0.0024434941967012,0.0,0.0020158827122785,0.0,0.0,0.0,0.0005497861942577,6.108735491753207e-05,0.0,0.0273060476481368,0.002871105681124,0.0,0.0045815516188149,0,0,1,0,0
1-22,0.0,0.0,0.0,0.0019155822709558,0.0,0.0,0.0,0.0,0.0,0.0012550366602813,0.0,0.0166457493889953,0.0068036197899464,0.0,0.0,0.0020476913930906,0.0011229275381465,0.0,0.648127353193738,0.0,0.0,0.0001321091221348,0.0031706189312372,0.0,0.0,0.0,0.0044256555915185,0.0,0.0023119096373604,0.0,0.0,0.0,0.0653279608956998,0.0,0.0002642182442697,0.0,0.0,0.0045907919941871,0.0,0.0,0.0,0.0009577911354779,0.0,0.0,0.1732611136798996,0.0022788823568267,0.019155822709558,0.0049871193605918,0.0007926547328093,0.0,0.0030385098091023,0.0006275183301406,0.0,0.0011889820992139,0.0032036462117709,0.0,0.0,0.0050201466411255,0.0,0.0,0.0016843913072197,0.0,0.003071537089636,0.0,0.0,0.0,0.0007596274522755,0.0001321091221348,0.0,0.0029724552480348,0.0112953299425325,0.0,0.0074311381200871,0,0,1,0,0
1-27,0.0,0.0,0.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.8090005232862376,0.0,0.0308738880167451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020931449502878,0.0,0.0,0.0,0.0,0.0,0.0125588697017268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193615907901622,0.0193615907901622,0.0,0.0125588697017268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146520146520146,0.0,0.0193615907901622,0.0,0.020931449502878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-30,0.0020498804236419,0.0,0.0,0.0013665869490946,0.0,0.0011957635804578,0.0,0.0001708233686368,0.0,0.0,0.0,0.0,0.1163307140416809,0.0120430474888964,0.0,0.0030748206354629,0.0,0.0,0.0048684660061496,0.0011957635804578,0.0,0.0,0.0,0.0,0.0,0.0036727024256918,0.0078578749572941,0.0,0.0,0.0,0.0062350529552442,0.0,0.0,0.0019644687393235,0.0166552784420908,0.0,0.0022207037922787,0.0,0.0,0.0332251451998633,0.0,0.0,0.0,0.058079945336522,0.0,0.0046122309531943,0.0,0.0235736248718824,0.3243081653570208,0.0399726682610181,0.0033310556884181,0.0248548001366586,0.0012811752647762,0.004953877690468,0.0,0.0,0.0001708233686368,0.0,0.0140929279125384,0.0009395285275025,0.2742569183464298,0.0013665869490946,0.0029894089511445,0.0015374103177314,0.0,0.0011103518961393,0.0037581141100102,0.0,0.0,0.0,0.0,0.0,0.0006832934745473,0,0,0,0,0
1-32,0.0020009147038646,0.0,0.0140635719185913,0.0026297736107935,0.0009147038646238,0.0014578092842442,0.0001429224788474,0.0003715984450034,0.002372513148868,0.0005145209238509,0.0,0.0,0.0230676880859821,0.0043734278527326,0.0,0.0030013720557969,0.0012291333180882,0.0010576263434713,0.1779099016693345,0.0011147953350102,0.0002858449576949,0.0042019208781157,0.0042590898696547,0.0003715984450034,0.0003715984450034,0.0019437457123256,0.0045449348273496,0.0049451177681225,0.0022867596615595,0.0,0.0016293162588611,0.0792076377772696,0.0,0.0001143379830779,0.0050594557512005,0.004973702263892,0.0060313286073633,0.0,0.0,0.0312142693802881,5.716899153898925e-05,0.0,0.0017436542419391,0.0007717813857763,0.0012005488223187,0.0034873084838783,0.0056311456665904,0.1497827578321518,0.1138234621541276,0.0590841527555453,0.0030013720557969,0.0327864166476103,0.0005716899153898,0.0031157100388749,0.0008289503773153,0.0002572604619254,0.0001143379830779,5.716899153898925e-05,0.0159787331351474,0.0006288589069288,0.1636748227761262,0.0022295906700205,0.0037445689458037,0.012834438600503,0.0,0.0004287674365424,0.0254116167390807,0.0029156185684884,0.0002000914703864,0.0,0.0001715069746169,0.0002572604619254,0.0075463068831465,0,0,0,0,0
1-8,0.0103493513434721,0.0,0.0057334434672756,0.0019678344103785,0.0010932413390991,0.2048248384432243,0.0003887080316797,0.0014576551187988,0.0004615907876196,0.0005101792915796,0.0,0.0,0.0058792089791555,0.0,0.0002915310237597,0.0023079539380982,0.0016034206306787,0.0,0.0044701423643166,0.0016763033866187,0.0005344735435595,0.0063407997667751,0.0058063262232155,0.0002915310237597,0.0,0.001311889606919,0.0058063262232155,0.002623779213838,0.0026723677177979,0.0398668674991497,0.0033526067732374,0.015766969535008,0.0,9.717700791992614e-05,0.0,0.0089888732325931,0.0021378941742383,2.4294251979981536e-05,0.0,0.063116466643992,9.717700791992614e-05,0.0022350711821583,0.0079199261454739,0.0006559448034595,0.0006316505514795,0.0044458481123366,0.0,0.1971478548175501,0.0,0.0430737087605072,0.0035469607890773,0.136752344395316,0.0092804042563529,0.001311889606919,0.0004372965356396,0.005150381419756,0.0008988873232593,0.0,0.027549681745299,0.005198969923716,0.1109761430445556,0.0024780137019581,0.0037899033088771,0.0,0.0,0.0,0.0260920266265001,0.0043729653563966,0.0003644137796997,0.0,0.0,0.0029881929935377,0.0008502988192993,0,0,0,0,0
1-9,0.0,0.0229813233354162,0.0,0.0047212386308407,0.0,0.0006248698187877,0.0,0.0,0.3281260848434354,0.0,0.0,0.0,0.0,0.0,0.0,0.0047906686107061,0.0037492189127265,0.0,0.0013191696174408,0.0,0.0,0.0,0.0,0.0,0.034506699993057,0.0,0.0101367770603346,0.0,0.0044435187113795,0.0,0.0022217593556897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036797889328612,0.007498437825453,0.0,0.0035409289731305,0.0,0.0,0.0068735680066652,0.0,0.0,0.0125668263556203,0.0032632090536693,0.0,0.0,0.0,0.0,0.0,0.002291189335555,0.0,0.0077761577449142,0.0,0.5329445254460876,0.0,0.0019440394362285,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0
2-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084734542565867,0.0,0.0,0.0,0.0,0.0218456242552628,0.1098901098901098,0.0,0.0,0.0,0.0006619886137958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162849198993777,0.0,0.0,0.0,0.0,0.0,0.0,0.7812789620018535,0.0019859658413875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042367271282933,0.0,0.0,0.0260823513835562,0.0,0.0,0.0018535681186283,0.0,0.0,0.0,0.0,0.0,0.0022507612869058,0.0,0.0,0.0094002383159009,0.015755329008341,0.0,0.0,0,0,1,0,0
2-2,0.0,0.0,0.0,0.0,0.0187799862919808,0.0,0.0,0.0010966415352981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636052090472926,0.0,0.3573680603152844,0.0,0.0,0.009184372858122,0.0,0.0094585332419465,0.0043865661411925,0.0,0.0,0.0,0.0,0.3440712816997944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0348183687457162,0.0,0.0,0.0043865661411925,0.0,0.0,0.0068540095956134,0.0,0.0084989718985606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1331048663468128,0.0,0.0,0.0043865661411925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2-25,0.0,0.0,0.0,0.0036210018105009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208509354254677,0.0,0.0,0.0,0.0,0.0,0.0273083886541943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016596258298129,0.0039227519613759,0.0,0.0,0.048280024140012,0.0,0.0,0.0229330114665057,0.5434520217260108,0.0217260108630054,0.0048280024140012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186028968014484,0.0,0.0048280024140012,0.0,0.0,0.0,0.0105612552806276,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
